año,provincia,departamento,cultivo,lat,lon,zona_agroclimatica,produccion_tn
2013,Buenos Aires,Tres de Febrero,Soja,-34.5960100738691,-58.5791883855736,Pampa Húmeda,71104
2014,Buenos Aires,Tres de Febrero,Soja,-34.5960100738691,-58.5791883855736,Pampa Húmeda,69176
2015,Buenos Aires,Tres de Febrero,Soja,-34.5960100738691,-58.5791883855736,Pampa Húmeda,70954
2016,Buenos Aires,Tres de Febrero,Soja,-34.5960100738691,-58.5791883855736,Pampa Húmeda,43102
2017,Buenos Aires,Tres de Febrero,Soja,-34.5960100738691,-58.5791883855736,Pampa Húmeda,66209
2018,Buenos Aires,Tres de Febrero,Soja,-34.5960100738691,-58.5791883855736,Pampa Húmeda,74303
2019,Buenos Aires,Tres de Febrero,Soja,-34.5960100738691,-58.5791883855736,Pampa Húmeda,69678
2020,Buenos Aires,Tres de Febrero,Soja,-34.5960100738691,-58.5791883855736,Pampa Húmeda,61299
2021,Buenos Aires,Tres de Febrero,Soja,-34.5960100738691,-58.5791883855736,Pampa Húmeda,68006
2022,Buenos Aires,Tres de Febrero,Soja,-34.5960100738691,-58.5791883855736,Pampa Húmeda,33254
2023,Buenos Aires,Tres de Febrero,Soja,-34.5960100738691,-58.5791883855736,Pampa Húmeda,68797
2024,Buenos Aires,Tres de Febrero,Soja,-34.5960100738691,-58.5791883855736,Pampa Húmeda,72165
2000,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,33212
2001,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,39266
2002,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,37870
2003,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,45960
2004,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,45043
2005,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,51879
2006,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,45388
2007,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,59899
2008,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,63699
2009,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,60349
2010,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,60861
2011,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,65115
2012,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,53024
2013,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,69093
2014,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,71827
2015,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,75614
2016,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,44418
2017,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,63788
2018,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,68015
2019,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,64007
2020,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,59566
2021,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,70612
2022,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,35438
2023,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,70901
2024,Buenos Aires,Florencio Varela,Soja,-34.8777448240057,-58.2585548857898,Pampa Húmeda,69525
2000,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,31884
2001,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,38327
2002,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,38002
2003,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,47020
2004,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,45914
2005,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,51556
2006,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,43893
2007,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,57502
2008,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,62175
2009,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,60557
2010,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,62267
2011,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,66376
2012,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,52693
2013,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,66819
2014,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,68953
2015,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,73809
2016,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,44574
2017,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,65260
2018,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,69332
2019,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,63610
2020,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,57604
2021,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,67788
2022,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,34591
2023,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,71147
2024,Buenos Aires,Navarro,Soja,-35.0304844816228,-59.4293585541147,Pampa Húmeda,71131
2000,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,32849
2001,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,36925
2002,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,35022
2003,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,43861
2004,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,45487
2005,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,54367
2006,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,47086
2007,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,59246
2008,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,59898
2009,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,55812
2010,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,58081
2011,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,65756
2012,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,55568
2013,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,71681
2014,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,71043
2015,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,71105
2016,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,41080
2017,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,60872
2018,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,68685
2019,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,67078
2020,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,61797
2021,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,69844
2022,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,33323
2023,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,65572
2024,Buenos Aires,Cañuelas,Soja,-35.1448044957896,-58.6910941846835,Pampa Húmeda,66349
2000,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,33371
2001,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,37881
2002,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,35709
2003,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,43903
2004,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,44812
2005,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,53512
2006,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,46979
2007,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,60187
2008,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,61454
2009,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,56907
2010,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,58137
2011,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,64783
2012,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,54692
2013,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,71519
2014,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,72168
2015,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,72950
2016,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,41886
2017,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,60931
2018,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,67667
2019,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,66024
2020,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,61655
2021,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,70951
2022,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,34188
2023,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,66857
2024,Buenos Aires,San Vicente,Soja,-35.0715087168304,-58.4318120603267,Pampa Húmeda,66415
2000,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,32951
2001,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,37187
2002,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,35114
2003,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,43538
2004,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,44820
2005,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,53614
2006,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,46799
2007,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,59427
2008,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,60328
2009,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,55959
2010,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,57655
2011,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,64795
2012,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,54800
2013,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,71245
2014,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,71257
2015,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,71610
2016,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,41188
2017,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,60427
2018,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,67680
2019,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,66149
2020,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,61419
2021,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,70055
2022,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,33562
2023,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,65743
2024,Buenos Aires,Lobos,Soja,-35.2195857860094,-59.1457418827425,Pampa Húmeda,65865
2000,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,31046
2001,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,34855
2002,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,33187
2003,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,41813
2004,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,43509
2005,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,51913
2006,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,44724
2007,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,55993
2008,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,56544
2009,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,52887
2010,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,55370
2011,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,62898
2012,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,53058
2013,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,68086
2014,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,67143
2015,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,67119
2016,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,38926
2017,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,58032
2018,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,65697
2019,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,64051
2020,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,58697
2021,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,66010
2022,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,31456
2023,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,62133
2024,Buenos Aires,General Alvear,Soja,-36.0347106495852,-60.1331531037654,Pampa Húmeda,63252
2000,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,33494
2001,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,39576
2002,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,38149
2003,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,46289
2004,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,45380
2005,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,52300
2006,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,45776
2007,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,60407
2008,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,64204
2009,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,60794
2010,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,61299
2011,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,65606
2012,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,53456
2013,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,69686
2014,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,72435
2015,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,76215
2016,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,44746
2017,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,64243
2018,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,68524
2019,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,64529
2020,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,60077
2021,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,71210
2022,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,35719
2023,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,71424
2024,Buenos Aires,Quilmes,Soja,-34.7349707991152,-58.2768580209942,Pampa Húmeda,70023
2000,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,29960
2001,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,35969
2002,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,35517
2003,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,43771
2004,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,42696
2005,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,48082
2006,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,41133
2007,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,54033
2008,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,58350
2009,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,56601
2010,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,57963
2011,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,61722
2012,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,49143
2013,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,62616
2014,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,64793
2015,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,69266
2016,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,41660
2017,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,60749
2018,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,64471
2019,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,59325
2020,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,53982
2021,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,63699
2022,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,32462
2023,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,66497
2024,Buenos Aires,Pila,Soja,-36.2029842239612,-58.3404430505536,Pampa Húmeda,66214
2000,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,28804
2001,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,33899
2002,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,32542
2003,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,39438
2004,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,38774
2005,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,44902
2006,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,39412
2007,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,51948
2008,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,54992
2009,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,51858
2010,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,52226
2011,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,56055
2012,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,45892
2013,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,59997
2014,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,62291
2015,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,65278
2016,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,38170
2017,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,54736
2018,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,58551
2019,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,55399
2020,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,51723
2021,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,61239
2022,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,30593
2023,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,60929
2024,Buenos Aires,General La Madrid,Soja,-37.3561277769109,-61.3441308948924,Pampa Húmeda,59661
2000,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,928265
2001,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1072232
2002,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1015447
2003,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1232696
2004,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1232478
2005,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1454278
2006,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1283791
2007,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1674139
2008,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1739425
2009,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1618195
2010,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1632399
2011,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1781711
2012,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1486384
2013,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1954350
2014,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,2007448
2015,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,2064820
2016,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1191064
2017,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1710858
2018,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1861039
2019,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1794290
2020,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1684847
2021,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1973560
2022,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,967704
2023,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1901168
2024,Buenos Aires,Bolívar,Soja,-36.2989479582916,-61.1498600852285,Pampa Húmeda,1864774
2000,Buenos Aires,Balcarce,Soja,-37.7146198082264,-58.2717475616555,Pampa Húmeda,27734
2001,Buenos Aires,Balcarce,Soja,-37.7146198082264,-58.2717475616555,Pampa Húmeda,33036
2002,Buenos Aires,Balcarce,Soja,-37.7146198082264,-58.2717475616555,Pampa Húmeda,32158
2003,Buenos Aires,Balcarce,Soja,-37.7146198082264,-58.2717475616555,Pampa Húmeda,39205
2004,Buenos Aires,Balcarce,Soja,-37.7146198082264,-58.2717475616555,Pampa Húmeda,38270
