año,provincia,departamento,cultivo,lat,lon,zona_agroclimatica,sup_sembrada_ha
2022,Tucumán,Capital,Soja,-26.8332209186353,-65.2170208037282,NOA,16823
2023,Tucumán,Capital,Soja,-26.8332209186353,-65.2170208037282,NOA,16449
2024,Tucumán,Capital,Soja,-26.8332209186353,-65.2170208037282,NOA,16803
2000,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,10130
2001,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,11124
2002,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,12730
2003,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,14465
2004,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,14998
2005,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,16051
2006,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,15538
2007,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,16056
2008,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,16003
2009,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,17478
2010,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,18184
2011,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,19210
2012,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,17845
2013,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,18723
2014,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,18445
2015,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,19613
2016,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,18589
2017,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,17357
2018,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,18388
2019,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,16649
2020,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,15731
2021,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,16247
2022,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,15905
2023,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,16670
2024,Tucumán,Burruyacú,Soja,-26.5305481465544,-64.8195981132229,NOA,17771
2000,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,11124
2001,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,11559
2002,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,12459
2003,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,13901
2004,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,14938
2005,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,17015
2006,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,17202
2007,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,17630
2008,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,16629
2009,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,17106
2010,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,17475
2011,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,19134
2012,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,18917
2013,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,20728
2014,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,20253
2015,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,20380
2016,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,18194
2017,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,16681
2018,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,18315
2019,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,17649
2020,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,17416
2021,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,17840
2022,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,16527
2023,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,16315
2024,Tucumán,Famaillá,Soja,-26.9759689777425,-65.4789084982894,NOA,17078
2000,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,162476
2001,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,177686
2002,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,193974
2003,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,208560
2004,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,211237
2005,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,232341
2006,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,238501
2007,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,257509
2008,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,255619
2009,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,266330
2010,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,262189
2011,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,270556
2012,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,258317
2013,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,287386
2014,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,295828
2015,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,313289
2016,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,283264
2017,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,250272
2018,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,258982
2019,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,241000
2020,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,241463
2021,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,260574
2022,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,254060
2023,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,254014
2024,Tucumán,Cruz Alta,Soja,-26.9180036848972,-64.9738642266054,NOA,256231
2000,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,10932
2001,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,12053
2002,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,13287
2003,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,14354
2004,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,14476
2005,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,15756
2006,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,16042
2007,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,17327
2008,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,17339
2009,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,18244
2010,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,18045
2011,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,18541
2012,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,17517
2013,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,19330
2014,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,19905
2015,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,21251
2016,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,19404
2017,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,17225
2018,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,17748
2019,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,16343
2020,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,16241
2021,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,17533
2022,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,17233
2023,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,17400
2024,Tucumán,Lules,Soja,-26.8622353459017,-65.4310245938907,NOA,17635
2000,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,10386
2001,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,11515
2002,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,13141
2003,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,14751
2004,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,15098
2005,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,16085
2006,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,15696
2007,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,16461
2008,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,16566
2009,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,18043
2010,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,18545
2011,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,19338
2012,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,17884
2013,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,18913
2014,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,18910
2015,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,20303
2016,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,19191
2017,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,17702
2018,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,18511
2019,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,16685
2020,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,15891
2021,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,16657
2022,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,16465
2023,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,17209
2024,Tucumán,Yerba Buena,Soja,-26.7839244723358,-65.3411739273315,NOA,18123
2000,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,10418
2001,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,11599
2002,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,13133
2003,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,14540
2004,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,14733
2005,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,15716
2006,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,15528
2007,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,16512
2008,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,16687
2009,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,18031
2010,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,18279
2011,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,18871
2012,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,17473
2013,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,18711
2014,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,18969
2015,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,20452
2016,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,19178
2017,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,17448
2018,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,18064
2019,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,16302
2020,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,15721
2021,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,16709
2022,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,16585
2023,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,17198
2024,Tucumán,Tafí Viejo,Soja,-26.6601491447319,-65.4640739296384,NOA,17863
2000,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,10722
2001,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,11622
2002,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,12582
2003,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,13504
2004,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,13768
2005,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,15297
2006,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,15788
2007,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,16993
2008,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,16720
2009,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,17276
2010,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,16976
2011,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,17634
2012,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,17008
2013,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,19024
2014,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,19522
2015,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,20492
2016,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,18374
2017,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,16204
2018,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,16879
2019,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,15867
2020,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,15984
2021,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,17196
2022,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,16618
2023,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,16477
2024,Tucumán,Trancas,Soja,-26.3434123363847,-65.4058207897255,NOA,16590
2000,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,10231
2001,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,10965
2002,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,12434
2003,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,14297
2004,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,15172
2005,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,16537
2006,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,16007
2007,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,16215
2008,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,15775
2009,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,17072
2010,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,17973
2011,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,19432
2012,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,18386
2013,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,19288
2014,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,18628
2015,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,19334
2016,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,18157
2017,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,17156
2018,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,18601
2019,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,17154
2020,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,16206
2021,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,16408
2022,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,15678
2023,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,16282
2024,Tucumán,Tafí del Valle,Soja,-26.5914686020616,-65.8893504834043,NOA,17565
2000,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,11072
2001,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,12051
2002,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,13769
2003,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,15745
2004,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,16481
2005,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,17744
2006,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,17140
2007,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,17548
2008,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,17336
2009,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,18904
2010,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,19794
2011,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,21109
2012,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,19728
2013,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,20653
2014,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,20160
2015,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,21247
2016,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,20106
2017,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,18895
2018,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,20206
2019,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,18405
2020,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,17353
2021,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,17757
2022,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,17230
2023,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,18030
2024,Tucumán,La Cocha,Soja,-27.7940604809292,-65.5977877083311,NOA,19344
2000,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,11336
2001,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,11875
2002,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,13157
2003,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,15051
2004,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,16222
2005,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,18113
2006,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,17815
2007,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,17966
2008,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,17084
2009,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,18065
2010,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,18922
2011,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,20777
2012,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,20138
2013,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,21466
2014,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,20639
2015,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,20938
2016,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,19214
2017,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,18062
2018,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,19888
2019,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,18788
2020,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,18036
2021,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,18180
2022,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,16980
2023,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,17230
2024,Tucumán,Graneros,Soja,-27.7132775964524,-65.2550360276541,NOA,18492
2000,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,11795
2001,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,12353
2002,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,13195
2003,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,14434
2004,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,15288
2005,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,17444
2006,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,17914
2007,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,18694
2008,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,17771
2009,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,18118
2010,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,18146
2011,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,19581
2012,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,19394
2013,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,21585
2014,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,21475
2015,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,21781
2016,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,19269
2017,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,17321
2018,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,18744
2019,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,18094
2020,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,18136
2021,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,18916
2022,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,17663
2023,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,17280
2024,Tucumán,Juan Bautista Alberdi,Soja,-27.6060757021473,-65.7831912587906,NOA,17733
2000,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,11021
2001,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,12270
2002,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,13892
2003,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,15381
2004,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,15585
2005,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,16625
2006,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,16426
2007,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,17467
2008,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,17652
2009,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,19074
2010,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,19336
2011,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,19962
2012,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,18484
2013,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,19793
2014,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,20066
2015,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,21634
2016,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,20287
2017,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,18457
2018,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,19108
2019,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,17245
2020,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,16630
2021,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,17675
2022,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,17544
2023,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,18192
2024,Tucumán,Río Chico,Soja,-27.4501203542874,-65.7518266389415,NOA,18896
2000,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,11427
2001,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,11870
2002,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,12839
2003,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,14393
2004,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,15499
2005,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,17619
